candidate_id,selection_metric,selection_mean,selection_std,fit_seconds_mean,fit_seconds_std,epochs_used_mean,valid_loss_last_mean,valid_loss_min_mean,stopped_early_fraction,params_json
1,mcc,0.40145242433803324,0.012387697795160134,14.724685049057006,0.8099424718892007,16.0,0.5510776504433691,0.5499954780587106,0.0,"{""early_stopping_min_delta"": 0.0, ""early_stopping_patience"": 30, ""enable_early_stopping"": true, ""epochs"": 16, ""hidden_size"": 32, ""learning_rate"": 0.001, ""restore_best_weights"": true}"
