iteration,train_loss_mean,train_loss_std,train_loss_count,valid_loss_mean,valid_loss_std,valid_loss_count
1,0.6827133453502503,0.00012182773758582603,25,0.6829494653033555,0.0003365507681880041,25
2,0.6732422654260668,0.00022104586233372088,25,0.6737326901303057,0.0006391472476253487,25
3,0.6645964676756122,0.00029645621188300925,25,0.6653470362823384,0.0009153090631275084,25
4,0.6566910968309011,0.00038357542271337774,25,0.6576935151553279,0.0011264460656477022,25
5,0.6494349959450968,0.00045820880262021697,25,0.6506668399071738,0.0013494738150836472,25
6,0.6427636112017313,0.0005185015924180894,25,0.6442404308302331,0.001608988173509396,25
7,0.6365856930811736,0.0005730911651336681,25,0.638313524568618,0.0017966334886507856,25
8,0.6308458323786204,0.0006257747387888639,25,0.6328338391085374,0.002014021322044524,25
9,0.6255516516621836,0.0006725407401362289,25,0.6278002233923676,0.0021926814485628125,25
10,0.6205926836264438,0.0007287665061255279,25,0.6230950337304653,0.0023413491680938808,25
11,0.6159808905824091,0.0007861275389255028,25,0.6187258159482562,0.002479447412203405,25
12,0.6116865036659136,0.0008293539317859497,25,0.6146587063071169,0.002623541222115734,25
13,0.6076746586423973,0.0008865538829057109,25,0.6108854716049121,0.002734239582083493,25
14,0.6039130786856608,0.000907003732014508,25,0.6073448324159761,0.0028556942792895314,25
15,0.6003608640850854,0.0009466373701644693,25,0.6040309922773529,0.0029356303201550403,25
16,0.5970283703946581,0.0009757917869126781,25,0.600892516561601,0.003010527164748609,25
17,0.5938671134861377,0.0010068931771757131,25,0.5979387394936634,0.0030881080670610815,25
18,0.590888244459297,0.0010227163797310818,25,0.5951690584420973,0.003177842181016997,25
19,0.5880870889649227,0.0010210069853401106,25,0.5925695197338026,0.0032990352009965064,25
20,0.5854282422700875,0.0010582216924358468,25,0.590126816357428,0.003325785085173551,25
21,0.5828846779973985,0.0010524431276872138,25,0.5878366564106902,0.003397813084914914,25
22,0.5804865386655785,0.0010539735675550613,25,0.5856705800582729,0.003498530894386708,25
23,0.5781525823322999,0.0010588548686310084,25,0.583575604882078,0.003564822188173873,25
24,0.5759396441378548,0.0010872897462306055,25,0.5815948794152991,0.0036035278712660606,25
25,0.5738207013895177,0.0011116154993504124,25,0.5797150253314465,0.0036595514394782967,25
26,0.571797572521103,0.0011118883987500101,25,0.5779185140138955,0.0037039948756407977,25
27,0.5698659310140579,0.0011090487102398264,25,0.5762325498231948,0.003773792821975613,25
28,0.5680288841157569,0.0011082891225627127,25,0.5746459488002272,0.0038466656996832154,25
29,0.5662777645109697,0.0011257508106025072,25,0.5731053356127372,0.0038563390564501105,25
30,0.5646130882363813,0.00112778386264143,25,0.5716842217280059,0.003907435801806254,25
31,0.563010598482854,0.0011419172885144234,25,0.5703112763901794,0.00396795371987483,25
32,0.5615030584194582,0.0011318464142176686,25,0.5690340583776891,0.0040488115368566314,25
33,0.5600517722630421,0.0011282563320271883,25,0.5678207403547338,0.004104764854589467,25
34,0.5586741908821903,0.0011217420170239727,25,0.5666842018738616,0.004135391641296137,25
35,0.5573261901588671,0.00112748456068553,25,0.5655772387026217,0.004189868970661323,25
36,0.5560403110892796,0.0011238759716744684,25,0.5645033237186385,0.0042201592042903765,25
37,0.5547936883542163,0.0011288692457981054,25,0.5635161009818188,0.004242185161689805,25
38,0.5535996044913319,0.0011437089089856986,25,0.5625327553133717,0.004298907108777683,25
39,0.5524450998839124,0.0011617885607863847,25,0.5616046596160819,0.004300274491425246,25
40,0.5513479456027062,0.0011702752778286298,25,0.5607548408716322,0.004352597092777227,25
41,0.5502635989603767,0.0011804708919363439,25,0.5598881395493569,0.004393292457787489,25
42,0.5492300890287333,0.0011662976404272624,25,0.5591172707739394,0.00443399774777835,25
